title,price,image_small
"Kukurūzų užkandis CHEETOS CRUNCHOS, saldž. aitr. paprikų sk., 165 g",2.59,https://cdn.barbora.lt/products/2f0ec2e3-98e4-4cbd-b38c-ebfd3fe11978_s.png
MARGARITA Dušo želė su svarainių ekstraktu 500ml,4.55,https://cdn.barbora.lt/products/4dc8b60f-a288-4e5c-abc3-fc7d7843a491_s.png
"Sūrūs kviečiai OHO!, kumpio skonio, 35 g",0.45,https://cdn.barbora.lt/products/11ab6e18-57aa-47d9-b4b9-bdc43e3d1cf6_s.png
"Avižiniai sausainiai SELGA TREAT su šokolado glaistu, 200 g",1.79,https://cdn.barbora.lt/products/4f6d77da-14d3-41a9-a894-28856e5f7468_s.png
"GARSTYČIŲ padažas su medumi, 48 % rieb., 480 g",1.75,https://cdn.barbora.lt/products/a337a7dd-e4ea-48d0-9983-2b23800b9a47_s.png
"Delickcious™ Kumpio skonio vištienos sriuba su špinatais. Visavertis konservuotas pašaras suaugusioms katėms, 80 gr",1.79,https://cdn.barbora.lt/products/34a5411f-b6a3-4285-8c1f-9107d150f4dd_s.png
"Delickcious™ „Dribsniai su triušiena ir tropiniais vaisiais kreminiame padaže“ konservuotas maistas suaugusioms katėms, 80 g",0.99,https://cdn.barbora.lt/products/f0b56a0b-fe54-4a17-9bdb-4f0162591f45_s.png
"Braškių džemas SKANOVĖ, 540 g",3.49,https://cdn.barbora.lt/products/271a9abf-4752-414c-8b84-52e2c3f036d6_s.png
"Alyvuogės KALAMATA GAEA be kauliukų, 290 g",3.95,https://cdn.barbora.lt/products/ea5b22cb-bedd-4ee9-8aaf-1c2360beac5f_s.png
"Vytintas BAJORŲ kumpis, a. r., 1 kg",11.99,https://cdn.barbora.lt/products/d745851c-521b-4d22-8ade-abcee0c66655_s.png
"Kvietinės duonelės DANVITA su pomidorais ir bazilikais, 130 g",1.39,https://cdn.barbora.lt/products/d9271317-4d66-41f7-a3ea-5ef76c84b6f7_s.png
"Šunų skanėstas AKINU su triušiena, 75 g",2.09,https://cdn.barbora.lt/products/8cf6210a-78ed-4d60-9ebc-ffefb1f02255_s.png
"Aviečių džemas EXTRA LINE, 330 g",1.97,https://cdn.barbora.lt/products/2be2ef89-dd2c-47df-bec0-2107ccdf20ce_s.png
"Džiovinti abrikosai WELL DONE, 200 g",2.15,https://cdn.barbora.lt/products/c619f833-2bf5-4a39-bd10-35518ae8ed56_s.png
"Džiovintos datulės WELL DONE, 200 g",1.13,https://cdn.barbora.lt/products/7bf17f05-78a2-4bb6-a7cc-c5419e4f435f_s.png
"Ekologiškas avižų gėrimas BARISTA WELL DONE, 1 l",2.19,https://cdn.barbora.lt/products/40c7243d-a94d-4a77-81f5-9e667bcbef92_s.png
"Krekeriai ELEPHANT, pomidorų ir žolelių skonio, 70 g",0.93,https://cdn.barbora.lt/products/ba4c24dd-c450-44ec-8573-e6e261bad9af_s.png
"Virtos DARŽO dešrelės su špinatais, sūriu ir brokol., nerūš., 240 g",1.85,https://cdn.barbora.lt/products/df339bc8-c93f-42b8-b3ba-9e6aa61d14b2_s.png
"CEZARIO salotų padažas BEATOS VIRTUVĖ, 250 ml",3.99,https://cdn.barbora.lt/products/4f0de946-98b4-45fa-b4b8-760fb25418ed_s.png
"Higieniniai paketai NATURELLA Ultra Normal, S1, 20 vnt.",2.45,https://cdn.barbora.lt/products/8b154e2d-56f8-4d27-a147-eeaf3a305ed5_s.png
"Lūpų balzamas NEUTROGENA, 4,8 g",3.99,https://cdn.barbora.lt/products/f2a9a742-055a-4e3b-9b37-c040c8276418_s.png
"Mangų ir aitriųjų paprikų padažas FELIX SPECIAL, 285 g",2.65,https://cdn.barbora.lt/products/a2952099-3ef1-46cd-941b-800ed61a8dd6_s.png
"Drėgnosios intymios higienos servetėlės GENTLE DAY, 10 vnt.",2.29,https://cdn.barbora.lt/products/7d01919e-eeba-48a8-b8cc-883159459b60_s.png
"Dantų pasta SENSODYNE COMPLETE PROTECTION, 75 ml",7.89,https://cdn.barbora.lt/products/cef37891-1648-4899-a281-187e8683366e_s.png
"Traškūs krekeriai ELEPHANT su druska, 80 g",0.93,https://cdn.barbora.lt/products/327dfc3a-f9a3-428a-ae71-ae6aa92c8e7f_s.png
"Sausas šunų ėdalas LOVETT su jautiena, 3 kg",4.99,https://cdn.barbora.lt/products/881cf053-7235-4307-ac6d-bee8e2a4a9c1_s.png
"Sausai marinuoti BRAZILIŠKI kiaulienos šoninės kepsneliai, 300 g",4.19,https://cdn.barbora.lt/products/b18f7ac0-d54e-462e-8eee-6945107ad0a8_s.png
"Baltyminis batonėlis MAXSPORT ROYAL, sausainių skonio, 60 g",1.79,https://cdn.barbora.lt/products/c3dcb56a-cabb-4a95-9844-1d3a95d91468_s.png
"Lęšių traškučiai ŽALGIRIS OHO!, krapų, laiškinių česnakų sk., 100 g",1.29,https://cdn.barbora.lt/products/e2c89580-852b-41cd-80a3-3fe0537464b5_s.png
"Higieniniai paketai ALWAYS Sensitive Normal Plus, S1, 20 vnt.",3.19,https://cdn.barbora.lt/products/55fc0584-9e40-4287-a96b-5780aa03f96e_s.png
"Karštai rūkytas KLAIPĖDOS saliamis, a.r., 500 g",3.99,https://cdn.barbora.lt/products/d9ed0d3f-1e97-4706-a1b4-95561e193e38_s.png
"Kūdikių šampūnas-prausiklis BALANCE 2in1, 240 ml",2.99,https://cdn.barbora.lt/products/d2271d65-1c29-425f-a50b-1057c1ad677b_s.png
"Kačių skanėstas AKINU su triušiena, 50 g",1.25,https://cdn.barbora.lt/products/c24c3c1d-511b-48c8-9a31-1adf84a6e0eb_s.png
"DAUMANTŲ šiupininė sriuba su šviežiais kopūstais, 460 g",2.49,https://cdn.barbora.lt/products/d4b3eafd-def4-4118-a5a2-83957f578480_s.png
"Sausainių rutuliukai SELGA su karameliniais traškučiais, 120 g",1.49,https://cdn.barbora.lt/products/d666307f-0a00-4e94-869f-86cdb0147e66_s.png
"Konservuotas šunų ėdalas FINE DOG su jautiena, 1200 g",4.99,https://cdn.barbora.lt/products/7f995087-12f0-4e6a-8471-7fbbe643a7d5_s.png
"DAUMANTŲ adžika, 260 g",1.65,https://cdn.barbora.lt/products/f04d6c84-3476-4a98-bb2a-62df1cdf6c07_s.png
"Sausas kačių ėdalas su paukštiena ARDOUR STERILISED, 800 g",4.99,https://cdn.barbora.lt/products/11148766-c326-4a6d-8280-281024a0a8b3_s.png
"Greitai paruošiama avižinė košė su avietėmis, 40 g",0.27,https://cdn.barbora.lt/products/3aee0be7-7acb-4f18-8c8d-bbe3c98c6222_s.png
"Užrišami šiukšlių maišai HOME EXPERT (35 l, 14 vnt.), 14 vnt.",1.89,https://cdn.barbora.lt/products/6975c567-cc70-4e80-b83e-af897662bd38_s.png
"Kvapnūs užrišami šiukšlių maišai HOME EXPERT (40 l), 12 vnt.",1.79,https://cdn.barbora.lt/products/89640c0e-5e24-4270-8ba8-8297acc4f34b_s.png
"Gabalinis tualetinis muilas PALMOLIVE MILK&ROSE, 90 g",0.59,https://cdn.barbora.lt/products/d91ea238-2eb9-4324-8942-b6effd0930fb_s.png
"Stiklinis indas maisto produktams laikyti UNIWELL, 800 ml, 1 vnt.",6.99,https://cdn.barbora.lt/products/28f5889a-7826-4ab1-8489-512dfa13f66a_s.png
"Ekologiškas ryžių ir kokosų gėrimas WELL DONE, 1 l",1.99,https://cdn.barbora.lt/products/a9b0de23-4d2b-4e4f-ad4f-a576d85317a2_s.png
"Bulvių traškučiai LAY'S MAX WAVY, tzatzikio skonio, 120 g",2.19,https://cdn.barbora.lt/products/9e767ef4-4fea-4701-9989-5b8818613364_s.png
"Brecelių gabaliukai HULIGAN HONEY MUSTARD SAUCE, 65 g",1.19,https://cdn.barbora.lt/products/5bb85db1-7717-4660-943e-f0f4d055aa72_s.png
"Granuliuoti svogūnai KOTANYI, 26 g",0.97,https://cdn.barbora.lt/products/5c811359-3207-4d95-9135-62362d2c2f34_s.png
"Lęšių traškučiai ŽALGIRIS OHO! su sūriu, 100 g",1.29,https://cdn.barbora.lt/products/a81ba4ac-4728-468e-b97f-db996a0dc429_s.png
"Delickcious™ Kreminiai skanėstai tuno skonio su alijošiumi. Pašaro papildas suaugusioms katėms, 60 gr",2.19,https://cdn.barbora.lt/products/9e1b1d47-c7ea-4636-82de-9338a5e73bce_s.png
"Saldūs pūsti ryžiai MORKŪNAS, 27 g",1.09,https://cdn.barbora.lt/products/67f7efd8-a714-4a4c-b26c-005dbb8283ab_s.png
"Duonos traškučiai BON CHANCE su sūriu ir česnakais, 120 g",1.99,https://cdn.barbora.lt/products/5e8eb2fd-dc92-49ea-b13d-e683062585f2_s.png
"Pieštukinis dezodorantas OLD SPICE Wolfthorn, 50ml",5.29,https://cdn.barbora.lt/products/f78bb617-4550-478e-8165-55193b59b1fc_s.png
"Konservuotas kačių ėdalas PERFECT FIT su vištiena, lašiša, 340 g",3.65,https://cdn.barbora.lt/products/d5e400a7-3d03-4875-a874-f488b9e944f7_s.png
"Gabalinis tualetinis muilas PALMOLIVE ALMOND & MILK, 90 g",0.59,https://cdn.barbora.lt/products/1d020e01-a098-4380-bfe3-6d4fa4730c32_s.png
"Skystasis muilas PALMOLIVE BLACK ORCHID, papildymas, 500 ml",1.95,https://cdn.barbora.lt/products/3bbac9f0-79cd-4a48-9aa1-d216327f7c38_s.png
"Brecelių gabaliukai HULIGAN CHEESE SAUCE, 65 g",1.19,https://cdn.barbora.lt/products/ec454172-bfe1-4029-8bd0-7454415605fc_s.png
ELSEVE  kondicionierius 400 ml,7.39,https://cdn.barbora.lt/products/4ce7d590-9b1d-4b51-b440-d82b436c4c43_s.png
"Higieniniai paketai ALWAYS Ultra Super Extra, S3, 14 vnt.",3.19,https://cdn.barbora.lt/products/7c884a49-918a-42d5-9fbe-8c933bc81702_s.png
"Ruošinys MAGGI IDEA bulvių apkepui su malta mėsa kepti, 42 g",0.49,https://cdn.barbora.lt/products/65c72f8a-2af9-4efa-9329-062f7022a537_s.png
"Mediniai dantų krapštukai, 200 vnt. Su kieta dėžute",0.49,https://cdn.barbora.lt/products/723871e2-01cf-4bf8-8b12-ee915aef059d_s.png
"Pievagrybių ir saulėje džiovintų pomidorų užtepėlė SKANOVĖ, 190 g",2.89,https://cdn.barbora.lt/products/15ad457e-5cd4-42e1-8efd-9462359771da_s.png
"Džiovintų baravykų užtepėlė SKANOVĖ, 190 g",3.29,https://cdn.barbora.lt/products/c30cec72-8144-4837-b843-90a1adc50bd7_s.png
"Konservuotas kačių ėdalas FRISKIES su jautiena, 4 x 85 g, 340 g",1.89,https://cdn.barbora.lt/products/71dc8833-a87c-469b-98af-b90dad455efd_s.png
"Trumų skonio bulvių traškučiai CHAZZ, 90 g",2.39,https://cdn.barbora.lt/products/9235fad4-0aea-4550-b6d9-4c65c06ff38b_s.png
"KĖDAINIŲ KONSERVŲ FABRIKO aštrios garstyčios, 190 g",1.59,https://cdn.barbora.lt/products/70329318-699f-4d28-9e83-9fbd64d2e433_s.png
"Traškučiai TAFFEL, grietinės ir svogūnų skonio, 130 g",2.09,https://cdn.barbora.lt/products/85bb9f85-d2e3-4d25-b5cd-1396c5b21d18_s.png
"Šaldyti kroketai WERNSING, 600 g",2.59,https://cdn.barbora.lt/products/2caa85d5-2f9b-40cb-b576-ea6818e30ffd_s.png
"Raudonėliai KOTANYI, 8 g",0.83,https://cdn.barbora.lt/products/3e8d171f-f8f3-474e-9eb5-a5b03c1e609f_s.png
"Bulvių košė MAGGI su grietinėle, 35 g",0.39,https://cdn.barbora.lt/products/2c7d4d8f-ce36-457c-8ce0-eabdae63dab7_s.png
"Vytintas JUBILIEJAUS kumpis, a. r., 70 g",2.99,https://cdn.barbora.lt/products/09d919ed-e439-4f3c-a60d-ba05db2aa6fc_s.png
ECODENTA gaivinamoji dantų pasta nuo apnašų su spanguolių ekstraktu 100 ml,3.65,https://cdn.barbora.lt/products/02a0e7c1-130a-4f9c-a524-a668f7e62a70_s.png
"Ekologiškas daržovių sultinys MAGGI, 80 g",1.49,https://cdn.barbora.lt/products/ad29a356-bf5a-4d6b-baf6-b916ac1eee1b_s.png
"Gabalinis tualetinis muilas PALMOLIVE HYGIENE PLUS ALOE VERA, 90 g",0.59,https://cdn.barbora.lt/products/6c7dab87-fd19-4b68-a697-8faf0090de1d_s.png
"Konservuotas kačių ėdalas LOVETT su įvair. rūšių žuvimi, 400 g",1.79,https://cdn.barbora.lt/products/704ead63-c956-44a2-9bd4-3051ba145d26_s.png
"Virta KLASIKINĖ dešra, a. r., 400 g",2.49,https://cdn.barbora.lt/products/9a2b4e34-858c-455f-a946-ffee9ab46a9e_s.png
"Humusas SKANOVĖ, 160 g",2.59,https://cdn.barbora.lt/products/d47adc2b-3738-47c6-8d60-4c7e5ea331de_s.png
"KARALIŠKAS pomidorų padažas su džiovintais pomidorais, 500 g",2.29,https://cdn.barbora.lt/products/bd1a4700-35b2-4498-a4ea-99eab2e2d14d_s.png
"ŠEIMININKĖS užtepėlė su kietuoju sūriu, 58 % rieb., 280 g",1.99,https://cdn.barbora.lt/products/97470950-4bc4-42d3-8506-e9f4a8c1fcd5_s.png
"Club 4 Paws Premium su ėriena padaže. Visavertis konservuotas pašaras suaugusiems mažų veislių šunims, 4 x 85 g",2.29,https://cdn.barbora.lt/products/9731bd9a-a428-4367-988d-450ae82b55c3_s.png
"Juodosios alyvuogės be kauliukų EXTRA LINE, 880 g",3.39,https://cdn.barbora.lt/products/27fd86d3-c1fa-4ae8-8fbe-55ee6aff3606_s.png
"Eko. raudon. pupelės WELL DONE, 425g, 425 g",1.69,https://cdn.barbora.lt/products/c2263ebb-bbd3-4652-95fa-a0298416d758_s.png
"Bulvių traškučiai TAFFEL, sūrio skonio, 130 g",2.09,https://cdn.barbora.lt/products/6e8af742-0d5f-468d-9ca9-6693b8ddb14d_s.png
"Delickcious™ Krevečių skonio sardinių sriuba moliūgais. Visavertis konservuotas pašaras suaugusioms katėms, 80 gr",1.79,https://cdn.barbora.lt/products/2785483f-8fda-49c7-9893-18ae1ae117b6_s.png
"Margosios pupelės SKANĖJA, 500 g",1.19,https://cdn.barbora.lt/products/a452274a-3fb4-4e00-a57b-32e08f663500_s.png
"Šunų skanėstas PRIMADOG su ėriena ir lašiša, 80 g",3.65,https://cdn.barbora.lt/products/31f5b670-62b0-488d-a64b-359bf69a2c0a_s.png
"Šerbetas AURUM, arbūzų skonio, 85 g",0.89,https://cdn.barbora.lt/products/76ce8261-d343-4c1c-b852-04786fd2da10_s.png
"Bulvių traškučiai TAFFEL, svogūnų ir keptos mėsos skonio, 130 g",2.09,https://cdn.barbora.lt/products/88e2bfff-5b0d-462e-a90d-3111314d7283_s.png
"Sausas mažų veislių šunų ėdalas su ėriena ARDOUR, 1.5 kg",7.99,https://cdn.barbora.lt/products/060f25bb-314a-483a-94b3-5bb54d6b9771_s.png
"Sausas šunų ėdalas su paukštiena ARDOUR ADULT, 1.5 kg",7.99,https://cdn.barbora.lt/products/a0d2d073-5272-476e-8939-1c6af89670c6_s.png
"Sausas kačių ėdalas WHISKAS SENIOR su vištiena, 800 g",4.19,https://cdn.barbora.lt/products/346ff833-f2a1-4a3b-b595-f1d15fc068af_s.png
"Baltyminės šunų lazdelės PAPKY kailiui ir odai, 120 g",1.09,https://cdn.barbora.lt/products/341d45a0-776f-4720-8af6-90317349fad9_s.png
"Skystojo muilo papildymas PALMOLIVE SENSORIAL ESCAPE LEV&B., 500 ml",2.09,https://cdn.barbora.lt/products/e1bdb82d-f2dd-4a87-bd25-d80fafbe8f30_s.png
"Korėjietiški marinuoti kopūstai-kimčiai HOSAN, 160 g",4.99,https://cdn.barbora.lt/products/ebaf0fb7-db26-44ab-8856-064866510ae5_s.png
"SKIN627 lakštinė veido kaukė stangrinamoji su retinoliu ir perlais, 22 ml",1.59,https://cdn.barbora.lt/products/4b94e850-4812-47b9-95f8-493615f859d7_s.png
"Saldžiarūgštis padažas BUGA'S ZERO, 360 g",3.19,https://cdn.barbora.lt/products/6933223a-6c48-4494-85a0-178f704dc682_s.png
"Sausainiai GAIDELIS KLASIKA MINI, 380 g",1.19,https://cdn.barbora.lt/products/11b94bf3-23c3-4425-8dea-33880205893c_s.png
NIVEA MEN ANTI DANDRUFF šampūnas nuo pleiskanų vyrams ,4.79,https://cdn.barbora.lt/products/ff3ed2ec-198a-4e1a-b06d-ac3aa632b14c_s.png
"Kačių skanėstas DREAMIES su antiena, 60 g",1.95,https://cdn.barbora.lt/products/61b4d7b9-aa04-4826-b508-ca10be714d77_s.png
"Skystasis muilas NIDA su medaus ir migdolų ekstraktu, 500 ml",1.29,https://cdn.barbora.lt/products/5bab53f7-cb93-4853-a1d6-87a008aadd4e_s.png
"Vingiuotai pjaustyti bulvių traškučiai ESTRELLA, šoninės sk., 130 g",2.35,https://cdn.barbora.lt/products/cd0e1795-ee3b-4bb2-97d5-00367e2285bd_s.png
"Ekologiškas migdolų gėrimas WELL DONE, 1 l",1.99,https://cdn.barbora.lt/products/ba9e7aae-b8a4-4870-b42c-f1e5d6753a1a_s.png
"Citrinomis įdarytos alyvuogės EXTRA LINE, 270 g",1.24,https://cdn.barbora.lt/products/5c7e5fe2-2f53-4254-ab5e-86bfc42d0da6_s.png
"Cukrus kubeliais WELL DONE, 500 g",0.99,https://cdn.barbora.lt/products/6cc89400-fa04-4cab-a145-b180214c3cb1_s.png
"Vištienos padažas MAGGI, terijakio skonio, 65 g",0.69,https://cdn.barbora.lt/products/34932cf2-28b6-4221-bcfa-7931c4d2da2a_s.png
"Marinuoti burokėliai Kėdainių konservų fabrikas, 480 g",1.89,https://cdn.barbora.lt/products/701c096b-a9d0-41c6-9222-f29ff2d0d41c_s.png
"Karštai rūkyta pjaustyta SAMSONO skilandinė dešra, A. r., 100 g",1.89,https://cdn.barbora.lt/products/316fe3d0-d769-4796-8ca9-00b6f131db57_s.png
"Vienkartiniai skustuvai GILLETTE II, 5 vnt.",1.89,https://cdn.barbora.lt/products/d4817ff6-fbb6-4d00-b340-9b775de142c6_s.png
"Marinuotos paprikos SPILVA, 650 g",3.45,https://cdn.barbora.lt/products/8002ebed-8644-4d77-be1d-5b811f562294_s.png
"Langų valiklis CLIN ANTI-FOG, 500 ml",2.09,https://cdn.barbora.lt/products/e0fb0c9b-56e8-439d-94db-494f6f3b12a8_s.png
"Baltyminės šunų lazdelės PAPKY su žarnokais, 120 g",1.09,https://cdn.barbora.lt/products/adad36ee-2931-424a-9d25-3026fd79799a_s.png
"Vingiuotai pjaustyti traškučiai ESTRELLA, sūrio skonio, 130 g",2.35,https://cdn.barbora.lt/products/ec5c7344-3ae1-4f51-a918-af25eda76d36_s.png
"Dantų pasta JORDAN „SENSITIVE“, 75 ml",2.99,https://cdn.barbora.lt/products/e0bc233a-ad6a-400d-9ced-736b57cc969c_s.png
"Šunų skanėstas lazdelės LOVETT su jaut.,12 vnt., 108 g",1.09,https://cdn.barbora.lt/products/95055874-b4ab-4f8c-a4c9-df5c3c200137_s.png
"Konservuotas kačių ėdalas LOVETT su žuvimi, 415 g",0.75,https://cdn.barbora.lt/products/eaf76ef8-b836-4f1e-9b4a-5d60548d265a_s.png
"SUSLAVIČIAUS salotų padažas su alyvuogių aliejumi, 320 g",1.95,https://cdn.barbora.lt/products/9a0bf0a4-9e2d-4a9b-bc82-cb94c18a3597_s.png
"Šunų skanėstas AKINU su antiena, 120 g",2.45,https://cdn.barbora.lt/products/50d87a89-3256-4c04-a8d5-23f88708c012_s.png
"Spraginti karamelizuoti kukurūzai MR.CHECK, 200 g",1.29,https://cdn.barbora.lt/products/4423de2b-e65c-4b91-a32f-0a08e0579988_s.png
"Sūdyta silkių filė su žolelėmis, be aliejaus WELL DONE, 190 g",2.29,https://cdn.barbora.lt/products/7fc6b9fd-0e41-426e-9480-677474941524_s.png
"Migdolų kvapo skystas muilo papildymas, DIVUS, 1L",1.99,https://cdn.barbora.lt/products/0d156ead-8137-4f32-a5fe-bd0c0f3cdf3d_s.png
"Dantų pasta PARODONTAX CLASSIC, 75 ml",3.95,https://cdn.barbora.lt/products/095b2a1f-d886-4c52-aee2-3d22eb938879_s.png
"Marinuoti kelmučiai MIKADO, 530 g",3.79,https://cdn.barbora.lt/products/8d6069c9-7b93-4d6e-a986-d51f7693fe13_s.png
"Laiškiniai česnakai KOTANYI, 5 g",0.83,https://cdn.barbora.lt/products/ba571e4d-7ea6-42f4-8b34-cf5ac54581ad_s.png
"Konservuotas kačių ėdalas FRISKIES su lašiša, 4 x 85 g, 340 g",1.89,https://cdn.barbora.lt/products/b612f97f-e9bc-4674-8991-31011ad58bfb_s.png
"Šunų kramtalai LOVETT TWISTER su paukšt. (6 vnt.), 120 g",1.09,https://cdn.barbora.lt/products/8ca34806-c0d6-46f9-9bef-4831f310e80e_s.png
"Dantų pasta COLGATE CAVITY PROTECTION, 75 ml",1.79,https://cdn.barbora.lt/products/86a9d983-3319-4896-b6e4-67ab8f590f1a_s.png
"Lukštentos saulėgrąžos WELL DONE, 500 g",1.59,https://cdn.barbora.lt/products/062bc5f5-e7e0-4140-9542-01b220853b5c_s.png
"Saliamio griežinėliai su pipirais WELL DONE, 50 g",0.79,https://cdn.barbora.lt/products/26b65a76-57f3-4a53-b8ff-4d9b3e1dfded_s.png
"Lupti, smulkinti pomidorai MUTTI, FILETTI, 400 g",2.79,https://cdn.barbora.lt/products/504dcf73-d5f2-48d2-9f0b-32a27ccd6f98_s.png
"Trijų grūdų dribsniai SKANĖJA, 400 g",0.51,https://cdn.barbora.lt/products/2daf5236-018a-4d45-812a-df1731e5aeab_s.png
"Konservuoti baklažanai STORKO, 540 g",2.49,https://cdn.barbora.lt/products/a93808e5-c5cc-44ff-bc1c-04d2d29c8d35_s.png
"Tabasko padažas TABASCO, 60 ml",3.29,https://cdn.barbora.lt/products/a6a64424-97c3-482c-bac8-fc894f1dbc89_s.png
"Ekologiška mangų tyrelė PONN (nuo 4 mėn.), 100 g",1.09,https://cdn.barbora.lt/products/1c573d1d-1967-4744-b5cd-0baf862a416b_s.png
"MARGARITOS KAKĖS MAKĖS vonios putos vaikams, 250 ml",2.89,https://cdn.barbora.lt/products/f2896126-2620-425d-9d2c-f12e516ef1e9_s.png
"Šaltai rūkyta SAMSONO dešra, a. r., 200 g",2.99,https://cdn.barbora.lt/products/08d478fd-a1cd-4df6-a8dd-5e6a481420f5_s.png
"Duonos traškučiai BON CHANCE su česnakinių prieskon. mišiniu, 240 g",2.99,https://cdn.barbora.lt/products/84b8352c-4aa1-4f51-a3b2-45df7935b206_s.png
"Česnakinis majonezinis padažas WOWMAMA, 40 % rieb., 440 g",2.79,https://cdn.barbora.lt/products/bbef0591-a8fc-4bfd-8baa-087d0b867962_s.png
"Mini avinžirnių trapučiai su vingrūnėmis USTUKIŲ MALŪNAS, 70 g",1.69,https://cdn.barbora.lt/products/faa49721-c2ec-4b3b-8ec3-3de9f9d02e26_s.png
"Intymiosios higienos prausiklis NEUTRAL, 250 ml",3.99,https://cdn.barbora.lt/products/b95779af-60a8-4abd-bca4-ef7097001db1_s.png
"Konservuotas šunų ėdalas FINE DOG su antiena, 1200 g",4.99,https://cdn.barbora.lt/products/87c696ad-34c1-4765-a91d-a9776e0aabff_s.png
"Ekologiškas avižų gėrimas be pridėtinio cukraus WELL DONE, 1 l",1.99,https://cdn.barbora.lt/products/939fbc21-08ee-4e96-82b1-cb1fc041ffa6_s.png
"Dantų pasta COLGATE TRIPLE ACTION, 75 ml",2.39,https://cdn.barbora.lt/products/c3589ef0-2c91-417d-8fa4-79f88d0486a5_s.png
"Kukurūzų traškučiai SANTA MARIA, aitriųjų paprikų skonio, 185 g",2.59,https://cdn.barbora.lt/products/948d4357-c7d3-4e4a-b2b9-955f4308c15c_s.png
"Graužikų šienas su morkomis ir petražolėmis PET EXPERT, 450 g",2.49,https://cdn.barbora.lt/products/269b4890-6593-4896-8ac7-fc9c58e4b106_s.png
Traškučiai TAFFEL aitriųjų papr. ir citrus. vaisių sk. 130 g,2.09,https://cdn.barbora.lt/products/bea9c89a-9200-4991-9f62-25f305227d5c_s.png
"FELIX padažas TŪKSTANTIS SALŲ, 375 g",2.35,https://cdn.barbora.lt/products/1553f22a-d27b-4e95-8889-1e93d55c0494_s.png
"Aliuminio folija UNIWELL, 10 m x 29 cm",1.99,https://cdn.barbora.lt/products/b4dc863a-ed6f-4fd5-98f5-b8d0cd98cc1f_s.png
"Baltyminis batonėlis MAX SPORT, juodųjų serbentų skonio, 60 g",1.99,https://cdn.barbora.lt/products/472859a9-b7e5-4473-97e8-50128cfd1671_s.png
"Ekologiškas datulių sirupas AMRITA, 250 ml",5.65,https://cdn.barbora.lt/products/2e1d410f-7f81-48f3-95f7-e55e9c4fdf60_s.png
"Virta rūkyta BAJORŲ kumpinė dešra vakuume, a. r., 400 g",2.79,https://cdn.barbora.lt/products/4c07b405-33ca-4ec9-8989-7a27cac93b6c_s.png
"Vidutinių papūgų lesalas PET EXPERT, 800 g",1.99,https://cdn.barbora.lt/products/f2daf940-4cc2-4524-95ff-53ee2ce16c5f_s.png
"Pomidorų padažas SANTA MARIA TEX MEX su ananasais, 230 g",3.19,https://cdn.barbora.lt/products/dd65ead7-9a3e-4931-bded-54eb71e1dc0b_s.png
"Abrikosų džemas SKANOVĖ, 540 g",3.55,https://cdn.barbora.lt/products/62b3aacd-9ebb-4563-ac56-3a13f9b56233_s.png
"Vyriškas kūno ir plaukų prausiklis NIVEA MEN SPORT, 250 ml",4.19,https://cdn.barbora.lt/products/5da34525-876e-45b9-8db1-d9b62b95994c_s.png
"Sojų padažas SAITAKU TAMARI, 150 ml",3.19,https://cdn.barbora.lt/products/e7cbddae-a1c7-4609-957d-14be309861c7_s.png
"Graikiškos žaliosios alyvuogės ANIRA be kauliukų, 820 g",4.99,https://cdn.barbora.lt/products/a8e2b021-828d-412e-b099-059f4c94e5dc_s.png
"KLASIKINIS kepsnių padažas HEINZ, 480 g",4.59,https://cdn.barbora.lt/products/38646826-82df-4a31-884e-b8d72bc808a3_s.png
"Gabalinis tualetinis alyvuogių muilas PAPOUTSANIS, 125 g",1.45,https://cdn.barbora.lt/products/ef9a734c-d282-4863-89d7-9587c44b2208_s.png
"Speltos kviečių kruopos SKANĖJA, 400 g",0.71,https://cdn.barbora.lt/products/3720aa6d-940e-4590-904e-fef8c15284d6_s.png
"Juodos duonos traškučiai BON CHANCE su česnak. priesk.mišin., 120 g",1.99,https://cdn.barbora.lt/products/05856524-b23b-429b-980a-06fa8869a819_s.png
"KĖDAINIŲ KONSERVŲ FABRIKO klasikinis kečupas, 1 kg",3.99,https://cdn.barbora.lt/products/07a1795d-feb6-450f-a5ef-6278621abe9e_s.png
"Kūno kremas BIODERMA, 500 ml",19.99,https://cdn.barbora.lt/products/2bcd8024-f8c0-4e07-991f-883d851356c7_s.png
"Kačių ėdalas FELIX FANTASTIC su lašiša, 85 g",0.72,https://cdn.barbora.lt/products/fcc55f3b-6965-40b8-b44b-f7bc5f93fbbc_s.png
"Visavertis sausas kačių ėdalas su paukštiena, 1 kg",1.45,https://cdn.barbora.lt/products/9208aa56-401c-4703-86d5-1732ab6722c3_s.png
"SKIN627 lakštinė veido kaukė maitinamoji su keramidais ir pantenoliu, 22 ml",1.59,https://cdn.barbora.lt/products/73cbaaf5-f342-4cd8-a495-d4dabab9feb7_s.png
"Šviežias sūris ROBIOLA NONNO NANNI, 74 % rieb. s. m., 100 g",1.59,https://cdn.barbora.lt/products/a7d40a72-e4b0-4c5f-9bbf-be8f75577d62_s.png
"Traškučiai OHO! su aitriosiomis paprikomis, 60 g",0.65,https://cdn.barbora.lt/products/0a484ae5-4ba9-40ac-8a01-908a17459fb9_s.png
